,VKOSPI_Label
시장베이시스,0.1118223323389489
이론베이시스,0.10822053770286023
괴리율,0.0032213494055939036
P/C Ratio,0.013323998291789044
CALL_vol_change(%),-0.022052166540115894
PUT_vol_change(%),-0.052613235045921795
CALL_vol_fluc,-0.005358805237147321
PUT_vol_fluc,-0.053821540994958554
VKOSPI_Label,1.0
