,VKOSPI_Label
원위안 야간변동율,-0.13247128082045304
원엔 야간변동율,-0.12125797628611035
원달러 야간변동율,-0.07861135153130147
JNIV 종가변동율,0.15789806818983534
JNIV 전날변동율,0.048108795526975306
JNIV 전날변화량,-0.14198502538314464
VKOSPI_Label,1.0
