,VKOSPI_Label
KOSPI 전날변동율,-0.1516286999300203
KOSPI 야간변동율,-0.15189700463299685
KS200 전날변동율,-0.15663148780997416
KS200 야간변동율,-0.15418612370021637
CD 전날변동율,0.2579378631890698
CD 전날변화량,-0.2570606084228719
VKOSPI_Label,1.0
